Circuit: * C:\Users\wesle\Desktop\projetos\joule_thief\joule_thief_V2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00690647 ++++++++++++++++++++++++to 0.00690648
Heightened Def Con from 0.00690648 ++++++++++++++++++++++++to 0.00690648
Heightened Def Con from 0.00690648 ++++++++++++++++++++++++to 0.00690648
Heightened Def Con from 0.00690648 ++++++++++++++++++++++++to 0.00690648
Heightened Def Con from 0.00690648 ++++++++++++++++++++++++to 0.00690648
Heightened Def Con from 0.00690648 ++++++++++++++++++++++++to 0.00690649
Heightened Def Con from 0.00690649 ++++++++++++++++++++++++to 0.00690649
Heightened Def Con from 0.00690649 ++++++++++++++++++++++++to 0.00690649
Heightened Def Con from 0.00690649 ++++++++++++++++++++++++to 0.00690649
Heightened Def Con from 0.00690649 ++++++++++++++++++++++++to 0.00690649
Heightened Def Con from 0.00690649 ++++++++++++++++++++++++to 0.0069065
Heightened Def Con from 0.0069065 ++++++++++++++++++++++++to 0.0069065
Heightened Def Con from 0.0069065 ++++++++++++++++++++++++to 0.0069065
Heightened Def Con from 0.0069065 ++++++++++++++++++++++++to 0.0069065
Heightened Def Con from 0.0069065 ++++++++++++++++++++++++to 0.0069065
Heightened Def Con from 0.0069065 ++++++++++++++++++++++++to 0.0069065
Heightened Def Con from 0.00690651 ++++++++++++++++++++++++to 0.00690651
Heightened Def Con from 0.00690651 ++++++++++++++++++++++++to 0.00690651
Heightened Def Con from 0.00690651 ++++++++++++++++++++++++to 0.00690651
Heightened Def Con from 0.00690651 ++++++++++++++++++++++++to 0.00690651
Heightened Def Con from 0.00690651 ++++++++++++++++++++++++to 0.00690651
Heightened Def Con from 0.00690652 ++++++++++++++++++++++++to 0.00690652
Heightened Def Con from 0.00690652 ++++++++++++++++++++++++to 0.00690652
Heightened Def Con from 0.00690652 ++++++++++++++++++++++++to 0.00690652
Heightened Def Con from 0.00690652 ++++++++++++++++++++++++to 0.00690652
Heightened Def Con from 0.00690652 ++++++++++++++++++++++++to 0.00690652
Heightened Def Con from 0.00690652 ++++++++++++++++++++++++to 0.00690653
Heightened Def Con from 0.00690653 ++++++++++++++++++++++++to 0.00690653
Heightened Def Con from 0.00690653 ++++++++++++++++++++++++to 0.00690653
Heightened Def Con from 0.00690653 ++++++++++++++++++++++++to 0.00690653
Heightened Def Con from 0.00690653 ++++++++++++++++++++++++to 0.00690653
Heightened Def Con from 0.00690653 ++++++++++++++++++++++++to 0.00690654
Heightened Def Con from 0.00690654 ++++++++++++++++++++++++to 0.00690654
Heightened Def Con from 0.00690654 ++++++++++++++++++++++++to 0.00690654
Heightened Def Con from 0.00690654 ++++++++++++++++++++++++to 0.00690654
Heightened Def Con from 0.00690654 ++++++++++++++++++++++++to 0.00690654
Heightened Def Con from 0.00690654 ++++++++++++++++++++++++to 0.00690655
Heightened Def Con from 0.00690655 ++++++++++++++++++++++++to 0.00690655
Heightened Def Con from 0.00690655 ++++++++++++++++++++++++to 0.00690655
Heightened Def Con from 0.00690655 ++++++++++++++++++++++++to 0.00690655
Heightened Def Con from 0.00690655 ++++++++++++++++++++++++to 0.00690655
Heightened Def Con from 0.00690655 ++++++++++++++++++++++++to 0.00690655
Heightened Def Con from 0.00690656 ++++++++++++++++++++++++to 0.00690656
Heightened Def Con from 0.00690656 ++++++++++++++++++++++++to 0.00690656
Heightened Def Con from 0.00690656 ++++++++++++++++++++++++to 0.00690656
Heightened Def Con from 0.00690656 ++++++++++++++++++++++++to 0.00690656
Heightened Def Con from 0.00690656 ++++++++++++++++++++++++to 0.00690656
Heightened Def Con from 0.00690657 ++++++++++++++++++++++++to 0.00690657
Heightened Def Con from 0.00690657 ++++++++++++++++++++++++to 0.00690657
Heightened Def Con from 0.00690657 ++++++++++++++++++++++++to 0.00690657
Heightened Def Con from 0.00690657 ++++++++++++++++++++++++to 0.00690657
Heightened Def Con from 0.00690657 ++++++++++++++++++++++++to 0.00690657
Heightened Def Con from 0.00690657 ++++++++++++++++++++++++to 0.00690658
Heightened Def Con from 0.00690658 ++++++++++++++++++++++++to 0.00690658
Heightened Def Con from 0.00690658 ++++++++++++++++++++++++to 0.00690658
Heightened Def Con from 0.00690658 ++++++++++++++++++++++++to 0.00690658
Heightened Def Con from 0.00690658 ++++++++++++++++++++++++to 0.00690658
Heightened Def Con from 0.00690658 ++++++++++++++++++++++++to 0.00690659
Heightened Def Con from 0.00690659 ++++++++++++++++++++++++to 0.00690659
Heightened Def Con from 0.00690659 ++++++++++++++++++++++++to 0.00690659
Heightened Def Con from 0.00690659 ++++++++++++++++++++++++to 0.00690659
Heightened Def Con from 0.00690659 ++++++++++++++++++++++++to 0.00690659
Heightened Def Con from 0.00690659 ++++++++++++++++++++++++to 0.0069066
Heightened Def Con from 0.0069066 ++++++++++++++++++++++++to 0.0069066
Heightened Def Con from 0.0069066 ++++++++++++++++++++++++to 0.0069066
Heightened Def Con from 0.0069066 ++++++++++++++++++++++++to 0.0069066
Heightened Def Con from 0.0069066 ++++++++++++++++++++++++to 0.0069066
Heightened Def Con from 0.0069066 ++++++++++++++++++++++++to 0.0069066
Heightened Def Con from 0.00690661 ++++++++++++++++++++++++to 0.00690661
Heightened Def Con from 0.00690661 ++++++++++++++++++++++++to 0.00690661
Heightened Def Con from 0.00690661 ++++++++++++++++++++++++to 0.00690661
Heightened Def Con from 0.00690661 ++++++++++++++++++++++++to 0.00690661
Heightened Def Con from 0.00690661 ++++++++++++++++++++++++to 0.00690661
Heightened Def Con from 0.00690662 ++++++++++++++++++++++++to 0.00690662
Heightened Def Con from 0.00690662 ++++++++++++++++++++++++to 0.00690662
Heightened Def Con from 0.00690662 ++++++++++++++++++++++++to 0.00690662
Heightened Def Con from 0.00690662 ++++++++++++++++++++++++to 0.00690662
Heightened Def Con from 0.00690662 ++++++++++++++++++++++++to 0.00690662
Heightened Def Con from 0.00690662 ++++++++++++++++++++++++to 0.00690663
Heightened Def Con from 0.00690663 ++++++++++++++++++++++++to 0.00690663
Heightened Def Con from 0.00690663 ++++++++++++++++++++++++to 0.00690663
Heightened Def Con from 0.00690663 ++++++++++++++++++++++++to 0.00690663
Heightened Def Con from 0.00690663 ++++++++++++++++++++++++to 0.00690663
Heightened Def Con from 0.00690663 ++++++++++++++++++++++++to 0.00690664
Heightened Def Con from 0.00690664 ++++++++++++++++++++++++to 0.00690664
Heightened Def Con from 0.00690664 ++++++++++++++++++++++++to 0.00690664
Heightened Def Con from 0.00690664 ++++++++++++++++++++++++to 0.00690664
Heightened Def Con from 0.00690664 ++++++++++++++++++++++++to 0.00690664
Heightened Def Con from 0.00690664 ++++++++++++++++++++++++to 0.00690665
Heightened Def Con from 0.00690665 ++++++++++++++++++++++++to 0.00690665
Heightened Def Con from 0.00690665 ++++++++++++++++++++++++to 0.00690665
Heightened Def Con from 0.00690665 ++++++++++++++++++++++++to 0.00690665
Heightened Def Con from 0.00690665 ++++++++++++++++++++++++to 0.00690665
Heightened Def Con from 0.00690665 ++++++++++++++++++++++++to 0.00690665
Heightened Def Con from 0.00690666 ++++++++++++++++++++++++to 0.00690666
Heightened Def Con from 0.00690666 ++++++++++++++++++++++++to 0.00690666
Heightened Def Con from 0.00690666 ++++++++++++++++++++++++to 0.00690666
Heightened Def Con from 0.00690666 ++++++++++++++++++++++++to 0.00690666
Heightened Def Con from 0.00690666 ++++++++++++++++++++++++to 0.00690666
Heightened Def Con from 0.00690667 ++++++++++++++++++++++++to 0.00690667
Heightened Def Con from 0.00690667 ++++++++++++++++++++++++to 0.00690667
Heightened Def Con from 0.00690667 ++++++++++++++++++++++++to 0.00690667
Heightened Def Con from 0.00690667 ++++++++++++++++++++++++to 0.00690667
Heightened Def Con from 0.00690667 ++++++++++++++++++++++++to 0.00690667
Heightened Def Con from 0.00690667 ++++++++++++++++++++++++to 0.00690668
Heightened Def Con from 0.00690668 ++++++++++++++++++++++++to 0.00690668
Heightened Def Con from 0.00690668 ++++++++++++++++++++++++to 0.00690668
Heightened Def Con from 0.00690668 ++++++++++++++++++++++++to 0.00690668
Heightened Def Con from 0.00690668 ++++++++++++++++++++++++to 0.00690668
Heightened Def Con from 0.00690668 ++++++++++++++++++++++++to 0.00690669
Heightened Def Con from 0.00690669 ++++++++++++++++++++++++to 0.00690669
Heightened Def Con from 0.00690669 ++++++++++++++++++++++++to 0.00690669
Heightened Def Con from 0.00690669 ++++++++++++++++++++++++to 0.00690669
Heightened Def Con from 0.00690669 ++++++++++++++++++++++++to 0.00690669
Heightened Def Con from 0.00690669 ++++++++++++++++++++++++to 0.0069067
Heightened Def Con from 0.0069067 ++++++++++++++++++++++++to 0.0069067
Heightened Def Con from 0.0069067 ++++++++++++++++++++++++to 0.0069067
Heightened Def Con from 0.0069067 ++++++++++++++++++++++++to 0.0069067
Heightened Def Con from 0.0069067 ++++++++++++++++++++++++to 0.0069067
Heightened Def Con from 0.0069067 ++++++++++++++++++++++++to 0.0069067
Heightened Def Con from 0.00690671 ++++++++++++++++++++++++to 0.00690671
Heightened Def Con from 0.00690671 ++++++++++++++++++++++++to 0.00690671
Heightened Def Con from 0.00690671 ++++++++++++++++++++++++to 0.00690671
Heightened Def Con from 0.00690671 ++++++++++++++++++++++++to 0.00690671
Heightened Def Con from 0.00690671 ++++++++++++++++++++++++to 0.00690671
Heightened Def Con from 0.00690672 ++++++++++++++++++++++++to 0.00690672
Heightened Def Con from 0.00690672 ++++++++++++++++++++++++to 0.00690672
Heightened Def Con from 0.00690672 ++++++++++++++++++++++++to 0.00690672
Heightened Def Con from 0.00690672 ++++++++++++++++++++++++to 0.00690672
Heightened Def Con from 0.00690672 ++++++++++++++++++++++++to 0.00690672
Heightened Def Con from 0.00690672 ++++++++++++++++++++++++to 0.00690673
Heightened Def Con from 0.00690673 ++++++++++++++++++++++++to 0.00690673
Heightened Def Con from 0.00690673 ++++++++++++++++++++++++to 0.00690673
Heightened Def Con from 0.00690673 ++++++++++++++++++++++++to 0.00690673
Heightened Def Con from 0.00690673 ++++++++++++++++++++++++to 0.00690673
Heightened Def Con from 0.00690673 ++++++++++++++++++++++++to 0.00690674
Heightened Def Con from 0.00690674 ++++++++++++++++++++++++to 0.00690674
Heightened Def Con from 0.00690674 ++++++++++++++++++++++++to 0.00690674
Heightened Def Con from 0.00690674 ++++++++++++++++++++++++to 0.00690674
Heightened Def Con from 0.00690674 ++++++++++++++++++++++++to 0.00690674
Heightened Def Con from 0.00690674 ++++++++++++++++++++++++to 0.00690675
Heightened Def Con from 0.00690675 ++++++++++++++++++++++++to 0.00690675
Heightened Def Con from 0.00690675 ++++++++++++++++++++++++to 0.00690675
Heightened Def Con from 0.00690675 ++++++++++++++++++++++++to 0.00690675
Heightened Def Con from 0.00690675 ++++++++++++++++++++++++to 0.00690675
Heightened Def Con from 0.00690675 ++++++++++++++++++++++++to 0.00690675
Heightened Def Con from 0.00690676 ++++++++++++++++++++++++to 0.00690676
Heightened Def Con from 0.00690676 ++++++++++++++++++++++++to 0.00690676
Heightened Def Con from 0.00690676 ++++++++++++++++++++++++to 0.00690676
Heightened Def Con from 0.00690676 ++++++++++++++++++++++++to 0.00690676
Heightened Def Con from 0.00690676 ++++++++++++++++++++++++to 0.00690676
Heightened Def Con from 0.00690677 ++++++++++++++++++++++++to 0.00690677
Heightened Def Con from 0.00690677 ++++++++++++++++++++++++to 0.00690677
Heightened Def Con from 0.00690677 ++++++++++++++++++++++++to 0.00690677
Heightened Def Con from 0.00690677 ++++++++++++++++++++++++to 0.00690677
Heightened Def Con from 0.00690677 ++++++++++++++++++++++++to 0.00690677
Heightened Def Con from 0.00690678 ++++++++++++++++++++++++to 0.00690678
Heightened Def Con from 0.00690678 ++++++++++++++++++++++++to 0.00690678
Heightened Def Con from 0.00690678 ++++++++++++++++++++++++to 0.00690678
Heightened Def Con from 0.00690678 ++++++++++++++++++++++++to 0.00690678
Heightened Def Con from 0.00690678 ++++++++++++++++++++++++to 0.00690678
Heightened Def Con from 0.00690678 ++++++++++++++++++++++++to 0.00690679
Heightened Def Con from 0.00690679 ++++++++++++++++++++++++to 0.00690679
Heightened Def Con from 0.00690679 ++++++++++++++++++++++++to 0.00690679
Heightened Def Con from 0.00690679 ++++++++++++++++++++++++to 0.00690679
Heightened Def Con from 0.00690679 ++++++++++++++++++++++++to 0.00690679
Heightened Def Con from 0.00690679 ++++++++++++++++++++++++to 0.0069068
Heightened Def Con from 0.0069068 ++++++++++++++++++++++++to 0.0069068
Heightened Def Con from 0.0069068 ++++++++++++++++++++++++to 0.0069068
Heightened Def Con from 0.0069068 ++++++++++++++++++++++++to 0.0069068
Heightened Def Con from 0.0069068 ++++++++++++++++++++++++to 0.0069068
Heightened Def Con from 0.0069068 ++++++++++++++++++++++++to 0.0069068
Heightened Def Con from 0.00690681 ++++++++++++++++++++++++to 0.00690681
Heightened Def Con from 0.00690681 ++++++++++++++++++++++++to 0.00690681
Heightened Def Con from 0.00690681 ++++++++++++++++++++++++to 0.00690681
Heightened Def Con from 0.00690681 ++++++++++++++++++++++++to 0.00690681
Heightened Def Con from 0.00690681 ++++++++++++++++++++++++to 0.00690681
Heightened Def Con from 0.00690682 ++++++++++++++++++++++++to 0.00690682
Heightened Def Con from 0.00690682 ++++++++++++++++++++++++to 0.00690682
Heightened Def Con from 0.00690682 ++++++++++++++++++++++++to 0.00690682
Heightened Def Con from 0.00690682 ++++++++++++++++++++++++to 0.00690682
Heightened Def Con from 0.00690682 ++++++++++++++++++++++++to 0.00690682
Heightened Def Con from 0.00690683 ++++++++++++++++++++++++to 0.00690683
Heightened Def Con from 0.00690683 ++++++++++++++++++++++++to 0.00690683
Heightened Def Con from 0.00690683 ++++++++++++++++++++++++to 0.00690683
Heightened Def Con from 0.00690683 ++++++++++++++++++++++++to 0.00690683
Heightened Def Con from 0.00690683 ++++++++++++++++++++++++to 0.00690683
Heightened Def Con from 0.00690683 ++++++++++++++++++++++++to 0.00690684
Heightened Def Con from 0.00690684 ++++++++++++++++++++++++to 0.00690684
Heightened Def Con from 0.00690684 ++++++++++++++++++++++++to 0.00690684
Heightened Def Con from 0.00690684 ++++++++++++++++++++++++to 0.00690684
Heightened Def Con from 0.00690684 ++++++++++++++++++++++++to 0.00690684
Heightened Def Con from 0.00690684 ++++++++++++++++++++++++to 0.00690685
Heightened Def Con from 0.00690685 ++++++++++++++++++++++++to 0.00690685
Heightened Def Con from 0.00690685 ++++++++++++++++++++++++to 0.00690685
Heightened Def Con from 0.00690685 ++++++++++++++++++++++++to 0.00690685
Heightened Def Con from 0.00690685 ++++++++++++++++++++++++to 0.00690685
Heightened Def Con from 0.00690685 ++++++++++++++++++++++++to 0.00690685
Heightened Def Con from 0.00690686 ++++++++++++++++++++++++to 0.00690686
Heightened Def Con from 0.00690686 ++++++++++++++++++++++++to 0.00690686
Heightened Def Con from 0.00690686 ++++++++++++++++++++++++to 0.00690686
Heightened Def Con from 0.00690686 ++++++++++++++++++++++++to 0.00690686
Heightened Def Con from 0.00690686 ++++++++++++++++++++++++to 0.00690686
Heightened Def Con from 0.00690687 ++++++++++++++++++++++++to 0.00690687
Heightened Def Con from 0.00690687 ++++++++++++++++++++++++to 0.00690687
Heightened Def Con from 0.00690687 ++++++++++++++++++++++++to 0.00690687
Heightened Def Con from 0.00690687 ++++++++++++++++++++++++to 0.00690687
Heightened Def Con from 0.00690687 ++++++++++++++++++++++++to 0.00690687
Heightened Def Con from 0.00690688 ++++++++++++++++++++++++to 0.00690688
Heightened Def Con from 0.00690688 ++++++++++++++++++++++++to 0.00690688
Heightened Def Con from 0.00690688 ++++++++++++++++++++++++to 0.00690688
Heightened Def Con from 0.00690688 ++++++++++++++++++++++++to 0.00690688
Heightened Def Con from 0.00690688 ++++++++++++++++++++++++to 0.00690688
Heightened Def Con from 0.00690688 ++++++++++++++++++++++++to 0.00690689
Heightened Def Con from 0.00690689 ++++++++++++++++++++++++to 0.00690689
Heightened Def Con from 0.00690689 ++++++++++++++++++++++++to 0.00690689
Heightened Def Con from 0.00690689 ++++++++++++++++++++++++to 0.00690689
Heightened Def Con from 0.00690689 ++++++++++++++++++++++++to 0.00690689
Heightened Def Con from 0.00690689 ++++++++++++++++++++++++to 0.0069069
Heightened Def Con from 0.0069069 ++++++++++++++++++++++++to 0.0069069
Heightened Def Con from 0.0069069 ++++++++++++++++++++++++to 0.0069069
Heightened Def Con from 0.0069069 ++++++++++++++++++++++++to 0.0069069
Heightened Def Con from 0.0069069 ++++++++++++++++++++++++to 0.0069069
Heightened Def Con from 0.0069069 ++++++++++++++++++++++++to 0.0069069
Heightened Def Con from 0.00690691 ++++++++++++++++++++++++to 0.00690691
Heightened Def Con from 0.00690691 ++++++++++++++++++++++++to 0.00690691
Heightened Def Con from 0.00690691 ++++++++++++++++++++++++to 0.00690691
Heightened Def Con from 0.00690691 ++++++++++++++++++++++++to 0.00690691
Heightened Def Con from 0.00690691 ++++++++++++++++++++++++to 0.00690691
Heightened Def Con from 0.00690692 ++++++++++++++++++++++++to 0.00690692
Heightened Def Con from 0.00690692 ++++++++++++++++++++++++to 0.00690692
Heightened Def Con from 0.00690692 ++++++++++++++++++++++++to 0.00690692
Heightened Def Con from 0.00690692 ++++++++++++++++++++++++to 0.00690692
Heightened Def Con from 0.00690692 ++++++++++++++++++++++++to 0.00690692
Heightened Def Con from 0.00690693 ++++++++++++++++++++++++to 0.00690693
Heightened Def Con from 0.00690693 ++++++++++++++++++++++++to 0.00690693
Heightened Def Con from 0.00690693 ++++++++++++++++++++++++to 0.00690693
Heightened Def Con from 0.00690693 ++++++++++++++++++++++++to 0.00690693
Heightened Def Con from 0.00690693 ++++++++++++++++++++++++to 0.00690693
Heightened Def Con from 0.00690693 ++++++++++++++++++++++++to 0.00690694
Heightened Def Con from 0.00690694 ++++++++++++++++++++++++to 0.00690694
Heightened Def Con from 0.00690694 ++++++++++++++++++++++++to 0.00690694
Heightened Def Con from 0.00690694 ++++++++++++++++++++++++to 0.00690694
Heightened Def Con from 0.00690694 ++++++++++++++++++++++++to 0.00690694
Heightened Def Con from 0.00690694 ++++++++++++++++++++++++to 0.00690695
Heightened Def Con from 0.00690695 ++++++++++++++++++++++++to 0.00690695
Heightened Def Con from 0.00690695 ++++++++++++++++++++++++to 0.00690695
Heightened Def Con from 0.00690695 ++++++++++++++++++++++++to 0.00690695
Heightened Def Con from 0.00690695 ++++++++++++++++++++++++to 0.00690695
Heightened Def Con from 0.00690695 ++++++++++++++++++++++++to 0.00690695
Heightened Def Con from 0.00690696 ++++++++++++++++++++++++to 0.00690696
Heightened Def Con from 0.00690696 ++++++++++++++++++++++++to 0.00690696
Heightened Def Con from 0.00690696 ++++++++++++++++++++++++to 0.00690696
Heightened Def Con from 0.00690696 ++++++++++++++++++++++++to 0.00690696
Heightened Def Con from 0.00690696 ++++++++++++++++++++++++to 0.00690696
Heightened Def Con from 0.00690697 ++++++++++++++++++++++++to 0.00690697
Heightened Def Con from 0.00690697 ++++++++++++++++++++++++to 0.00690697
Heightened Def Con from 0.00690697 ++++++++++++++++++++++++to 0.00690697
Heightened Def Con from 0.00690697 ++++++++++++++++++++++++to 0.00690697
Heightened Def Con from 0.00690697 ++++++++++++++++++++++++to 0.00690697
Heightened Def Con from 0.00690698 ++++++++++++++++++++++++to 0.00690698
Heightened Def Con from 0.00690698 ++++++++++++++++++++++++to 0.00690698
Heightened Def Con from 0.00690698 ++++++++++++++++++++++++to 0.00690698
Heightened Def Con from 0.00690698 ++++++++++++++++++++++++to 0.00690698
Heightened Def Con from 0.00690698 ++++++++++++++++++++++++to 0.00690698
Heightened Def Con from 0.00690698 ++++++++++++++++++++++++to 0.00690699
Heightened Def Con from 0.00690699 ++++++++++++++++++++++++to 0.00690699
Heightened Def Con from 0.00690699 ++++++++++++++++++++++++to 0.00690699
Heightened Def Con from 0.00690699 ++++++++++++++++++++++++to 0.00690699
Heightened Def Con from 0.00690699 ++++++++++++++++++++++++to 0.00690699
Heightened Def Con from 0.00690699 ++++++++++++++++++++++++to 0.006907
Heightened Def Con from 0.006907 ++++++++++++++++++++++++to 0.006907
Heightened Def Con from 0.006907 ++++++++++++++++++++++++to 0.006907
Heightened Def Con from 0.006907 ++++++++++++++++++++++++to 0.006907
Heightened Def Con from 0.006907 ++++++++++++++++++++++++to 0.006907
Heightened Def Con from 0.006907 ++++++++++++++++++++++++to 0.00690701
Heightened Def Con from 0.00690701 ++++++++++++++++++++++++to 0.00690701
Heightened Def Con from 0.00690701 ++++++++++++++++++++++++to 0.00690701
Heightened Def Con from 0.00690701 ++++++++++++++++++++++++to 0.00690701
Heightened Def Con from 0.00690701 ++++++++++++++++++++++++to 0.00690701
Heightened Def Con from 0.00690701 ++++++++++++++++++++++++to 0.00690701
Heightened Def Con from 0.00690702 ++++++++++++++++++++++++to 0.00690702
Heightened Def Con from 0.00690702 ++++++++++++++++++++++++to 0.00690702
Heightened Def Con from 0.00690702 ++++++++++++++++++++++++to 0.00690702
Heightened Def Con from 0.00690702 ++++++++++++++++++++++++to 0.00690702
Heightened Def Con from 0.00690702 ++++++++++++++++++++++++to 0.00690702
Heightened Def Con from 0.00690703 ++++++++++++++++++++++++to 0.00690703
Heightened Def Con from 0.00690703 ++++++++++++++++++++++++to 0.00690703
Heightened Def Con from 0.00690703 ++++++++++++++++++++++++to 0.00690703
Heightened Def Con from 0.00690703 ++++++++++++++++++++++++to 0.00690703
Heightened Def Con from 0.00690703 ++++++++++++++++++++++++to 0.00690703
Heightened Def Con from 0.00690703 ++++++++++++++++++++++++to 0.00690704
Heightened Def Con from 0.00690704 ++++++++++++++++++++++++to 0.00690704
Heightened Def Con from 0.00690704 ++++++++++++++++++++++++to 0.00690704
Heightened Def Con from 0.00690704 ++++++++++++++++++++++++to 0.00690704
Heightened Def Con from 0.00690704 ++++++++++++++++++++++++to 0.00690704
Heightened Def Con from 0.00690704 ++++++++++++++++++++++++to 0.00690705
Heightened Def Con from 0.00690705 ++++++++++++++++++++++++to 0.00690705
Heightened Def Con from 0.00690705 ++++++++++++++++++++++++to 0.00690705
Heightened Def Con from 0.00690705 ++++++++++++++++++++++++to 0.00690705
Heightened Def Con from 0.00690705 ++++++++++++++++++++++++to 0.00690705
Heightened Def Con from 0.00690705 ++++++++++++++++++++++++to 0.00690706
Heightened Def Con from 0.00690706 ++++++++++++++++++++++++to 0.00690706
Heightened Def Con from 0.00690706 ++++++++++++++++++++++++to 0.00690706
Heightened Def Con from 0.00690706 ++++++++++++++++++++++++to 0.00690706
Heightened Def Con from 0.00690706 ++++++++++++++++++++++++to 0.00690706
Heightened Def Con from 0.00690706 ++++++++++++++++++++++++to 0.00690706
Heightened Def Con from 0.00690707 ++++++++++++++++++++++++to 0.00690707
Heightened Def Con from 0.00690707 ++++++++++++++++++++++++to 0.00690707
Heightened Def Con from 0.00690707 ++++++++++++++++++++++++to 0.00690707
Heightened Def Con from 0.00690707 ++++++++++++++++++++++++to 0.00690707
Heightened Def Con from 0.00690707 ++++++++++++++++++++++++to 0.00690707
Heightened Def Con from 0.00690708 ++++++++++++++++++++++++to 0.00690708
Heightened Def Con from 0.00690708 ++++++++++++++++++++++++to 0.00690708
Heightened Def Con from 0.00690708 ++++++++++++++++++++++++to 0.00690708
Heightened Def Con from 0.00690708 ++++++++++++++++++++++++to 0.00690708
Heightened Def Con from 0.00690708 ++++++++++++++++++++++++to 0.00690708
Heightened Def Con from 0.00690708 ++++++++++++++++++++++++to 0.00690709
Heightened Def Con from 0.00690709 ++++++++++++++++++++++++to 0.00690709
Heightened Def Con from 0.00690709 ++++++++++++++++++++++++to 0.00690709
Heightened Def Con from 0.00690709 ++++++++++++++++++++++++to 0.00690709
Heightened Def Con from 0.00690709 ++++++++++++++++++++++++to 0.00690709
Heightened Def Con from 0.00690709 ++++++++++++++++++++++++to 0.0069071
Heightened Def Con from 0.0069071 ++++++++++++++++++++++++to 0.0069071
Heightened Def Con from 0.0069071 ++++++++++++++++++++++++to 0.0069071
Heightened Def Con from 0.0069071 ++++++++++++++++++++++++to 0.0069071
Heightened Def Con from 0.0069071 ++++++++++++++++++++++++to 0.0069071
Heightened Def Con from 0.0069071 ++++++++++++++++++++++++to 0.00690711
Heightened Def Con from 0.00690711 ++++++++++++++++++++++++to 0.00690711
Heightened Def Con from 0.00690711 ++++++++++++++++++++++++to 0.00690711
Heightened Def Con from 0.00690711 ++++++++++++++++++++++++to 0.00690711
Heightened Def Con from 0.00690711 ++++++++++++++++++++++++to 0.00690711
Heightened Def Con from 0.00690711 ++++++++++++++++++++++++to 0.00690711
Heightened Def Con from 0.00690712 ++++++++++++++++++++++++to 0.00690712
Heightened Def Con from 0.00690712 ++++++++++++++++++++++++to 0.00690712
Heightened Def Con from 0.00690712 ++++++++++++++++++++++++to 0.00690712
Heightened Def Con from 0.00690712 ++++++++++++++++++++++++to 0.00690712
Heightened Def Con from 0.00690712 ++++++++++++++++++++++++to 0.00690712
Heightened Def Con from 0.00690713 ++++++++++++++++++++++++to 0.00690713
Heightened Def Con from 0.00690713 ++++++++++++++++++++++++to 0.00690713
Heightened Def Con from 0.00690713 ++++++++++++++++++++++++to 0.00690713
Heightened Def Con from 0.00690713 ++++++++++++++++++++++++to 0.00690713
Heightened Def Con from 0.00690713 ++++++++++++++++++++++++to 0.00690713
Heightened Def Con from 0.00690713 ++++++++++++++++++++++++to 0.00690714
Heightened Def Con from 0.00690714 ++++++++++++++++++++++++to 0.00690714
Heightened Def Con from 0.00690714 ++++++++++++++++++++++++to 0.00690714
Heightened Def Con from 0.00690714 ++++++++++++++++++++++++to 0.00690714
Heightened Def Con from 0.00690714 ++++++++++++++++++++++++to 0.00690714
Heightened Def Con from 0.00690714 ++++++++++++++++++++++++to 0.00690715
Heightened Def Con from 0.00690715 ++++++++++++++++++++++++to 0.00690715
Heightened Def Con from 0.00690715 ++++++++++++++++++++++++to 0.00690715
Heightened Def Con from 0.00690715 ++++++++++++++++++++++++to 0.00690715
Heightened Def Con from 0.00690715 ++++++++++++++++++++++++to 0.00690715
Heightened Def Con from 0.00690715 ++++++++++++++++++++++++to 0.00690716
Heightened Def Con from 0.00690716 ++++++++++++++++++++++++to 0.00690716
Heightened Def Con from 0.00690716 ++++++++++++++++++++++++to 0.00690716
Heightened Def Con from 0.00690716 ++++++++++++++++++++++++to 0.00690716
Heightened Def Con from 0.00690716 ++++++++++++++++++++++++to 0.00690716
Heightened Def Con from 0.00690716 ++++++++++++++++++++++++to 0.00690716
Heightened Def Con from 0.00690717 ++++++++++++++++++++++++to 0.00690717
Heightened Def Con from 0.00690717 ++++++++++++++++++++++++to 0.00690717
Heightened Def Con from 0.00690717 ++++++++++++++++++++++++to 0.00690717
Heightened Def Con from 0.00690717 ++++++++++++++++++++++++to 0.00690717
Heightened Def Con from 0.00690717 ++++++++++++++++++++++++to 0.00690717
Heightened Def Con from 0.00690718 ++++++++++++++++++++++++to 0.00690718
Heightened Def Con from 0.00690718 ++++++++++++++++++++++++to 0.00690718
Heightened Def Con from 0.00690718 ++++++++++++++++++++++++to 0.00690718
Heightened Def Con from 0.00690718 ++++++++++++++++++++++++to 0.00690718
Heightened Def Con from 0.00690718 ++++++++++++++++++++++++to 0.00690718
Heightened Def Con from 0.00690718 ++++++++++++++++++++++++to 0.00690719
Heightened Def Con from 0.00690719 ++++++++++++++++++++++++to 0.00690719
Heightened Def Con from 0.00690719 ++++++++++++++++++++++++to 0.00690719
Heightened Def Con from 0.00690719 ++++++++++++++++++++++++to 0.00690719
Heightened Def Con from 0.00690719 ++++++++++++++++++++++++to 0.00690719
Heightened Def Con from 0.00690719 ++++++++++++++++++++++++to 0.0069072
Heightened Def Con from 0.0069072 ++++++++++++++++++++++++to 0.0069072
